country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	postcode	keywords	products	products_language	chunk	lat	long
germany	agriculture_livestock	agriculture_import_export	NA	CASH-CARRY-LEBENSMITTEL-UND-GETRANKEKONTOR-BERLINSUD-GMBH_DEU420435-00101	CASH & CARRY LEBENSMITTEL- UND GETRÄNKE-KONTOR BERLIN-SÜD GMBH	Berlin	51 - 100	import-export - food and agriculture	Registered office	FALSE			The company CASH & CARRY LEBENSMITTEL- UND GETRÄNKE-KONTOR BERLIN-SÜD GMBH, which operates in the Import-export - food and agriculture industry. It is based in Berlin, Germany.		Teilestr. 26-28 	12099	Import-export - food and agriculture	NA	NA	15	52.46174350293044	13.399428218831241
germany	agriculture_livestock	agriculture_import_export	NA	DINTER-TRADING-GMBH_DEU423094-00101	DINTER TRADING GMBH	Dahlenburg	1 - 10	import-export - food and agriculture	Registered office	FALSE			The company DINTER TRADING GMBH, which operates in the Import-export - food and agriculture industry. It is based in Dahlenburg, Germany.		Gartenstr. 13 	21368	Import-export - food and agriculture	NA	NA	15	53.19117591103288	10.731303202589856
germany	agriculture_livestock	agriculture_import_export	NA	FIF-GMBH-FRUIT-IMPORT-FACILITIES_DEU430746-00101	F.I.F. GMBH FRUIT IMPORT FACILITIES	München	1 - 10	import-export - food and agriculture	Registered office	FALSE			The company F.I.F. GMBH FRUIT IMPORT FACILITIES, which operates in the Import-export - food and agriculture industry. It is based in München, Germany.		Parzivalstr. 10 	80804	Import-export - food and agriculture	NA	NA	15	48.17225604527614	11.580074186288467
germany	agriculture_livestock	agriculture_import_export	NA	REINHARD-SCHULZ-GENERALVERTRETUNGEN-E-K_DEU453433-00101	REINHARD SCHULZ GENERALVERTRETUNGEN E. K.	Hankensbüttel	11 - 50	import-export - food and agriculture	Registered office	FALSE			The company REINHARD SCHULZ GENERALVERTRETUNGEN E. K., which operates in the Import-export - food and agriculture industry. It is based in Hankensbüttel, Germany.		Kleiner-Steimker-Weg 14 	29386	Import-export - food and agriculture	NA	NA	15	52.730144330142416	10.607428195308676
germany	agriculture_livestock	agriculture_import_export	NA	AFRU-FRUCHTHANDEL-EK_DEU437696-00101	AFRU FRUCHTHANDEL E.K.	Nürnberg	1 - 10	import-export - food and agriculture	Registered office	FALSE			The company AFRU FRUCHTHANDEL E.K., which operates in the Import-export - food and agriculture industry. It is based in Nürnberg, Germany.		Leyher Str. 107 	90431	Import-export - food and agriculture	NA	NA	15	49.44651375	11.01675711621981
germany	agriculture_livestock	agriculture_import_export	NA	D-E-HANDELS-GMBH_DEU424173-00101	D & E HANDELS GMBH	Seevetal	11 - 50	import-export - food and agriculture	Registered office	FALSE			The company D & E HANDELS GMBH, which operates in the Import-export - food and agriculture industry. It is based in Seevetal, Germany.		In Den Lühnen 2 	21218	Import-export - food and agriculture	NA	NA	15	53.39113735	9.974659138244288
germany	agriculture_livestock	agriculture_import_export	NA	FRISCHDIENST-UNION-MORFELDEN-VERTRIEBSGESELLSCHAFT-FUR-FLEISCH_DEU411964-00101	FRISCHDIENST UNION MÖRFELDEN VERTRIEBSGESELLSCHAFT FÜR FLEISCH-...	Mörfelden-Walldorf	11 - 50	import-export - food and agriculture	Registered office	FALSE			The company FRISCHDIENST UNION MÖRFELDEN VERTRIEBSGESELLSCHAFT FÜR FLEISCH-..., which operates in the Import-export - food and agriculture industry. It is based in Mörfelden-Walldorf, Germany.		Opelstr. 32 	64546	Import-export - food and agriculture	NA	NA	15	49.98503615	8.564885981584936
germany	agriculture_livestock	agriculture_import_export	NA	GOSTE-HANDELSGESMBH_DEU411906-00101	GOSTE HANDELSGES.MBH	Bad Oldesloe	11 - 50	import-export - food and agriculture	Registered office	FALSE			The company GOSTE HANDELSGES.MBH, which operates in the Import-export - food and agriculture industry. It is based in Bad Oldesloe, Germany.		Rögen 42 	23843	Import-export - food and agriculture	NA	NA	15	53.80859163036978	10.372104777385184
germany	agriculture_livestock	agriculture_import_export	NA	SCHLUMBERGER-WEIN-UND-CHAMPAGNERCONTOR-GMBH_DEU428571-00101	SCHLUMBERGER WEIN- UND CHAMPAGNER-CONTOR GMBH	Rheinberg	201 - 500	import-export - food and agriculture	Registered office	FALSE			The company SCHLUMBERGER WEIN- UND CHAMPAGNER-CONTOR GMBH, which operates in the Import-export - food and agriculture industry. It is based in Rheinberg, Germany.		Underbergstr. 1-3 	47495	Import-export - food and agriculture	NA	NA	15	51.5644863	6.613562922851614
germany	agriculture_livestock	agriculture_import_export	NA	KR-HANDELSGESELLSCHAFT-MBH_DEU415140-00101	K&R HANDELSGESELLSCHAFT MBH	Mühlhausen	11 - 50	import-export - food and agriculture	Registered office	FALSE			The company K&R HANDELSGESELLSCHAFT MBH, which operates in the Import-export - food and agriculture industry. It is based in Mühlhausen, Germany.		Steinweg 92/93 	99974	Import-export - food and agriculture	NA	NA	15	51.2375983	10.461968567185986
germany	agriculture_livestock	agriculture_import_export	NA	CO-CENT-LEBENSMITTELGROßHANDEL-GMBH_DEU072383-00101	CO CENT LEBENSMITTELGROßHANDEL GMBH	Ehrenfriedersdorf	1 - 10	import-export - food and agriculture	Registered office	FALSE	1991	Wholesaler	The company CO CENT LEBENSMITTELGROßHANDEL GMBH, is a Wholesaler, founded in 1991, which operates in the Import-export - food and agriculture industry. It is based in Ehrenfriedersdorf, Germany.		Annaberger Str. 31 	09427	Import-export - food and agriculture	NA	NA	15	50.646996849999994	12.953985309112475
germany	agriculture_livestock	agriculture_import_export	NA	SMILDE-NAHRUNGSMITTEL-GMBH_DEU300364-00101	SMILDE NAHRUNGSMITTEL GMBH	Gelsenkirchen	11 - 50	import-export - food and agriculture		FALSE	1984	Distributor	The company SMILDE NAHRUNGSMITTEL GMBH, is a Distributor, founded in 1984, which operates in the Import-export - food and agriculture industry. It is based in Gelsenkirchen, Germany.		Emscherstr. 45 	45891	Import-export - food and agriculture	NA	NA	15	51.56077675977279	7.0873012009668885
germany	agriculture_livestock	agriculture_import_export	NA	RHEIN-INTERNATIONAL_00000005346135-643409001	RHEIN INTERNATIONAL	Duisburg	1 - 10	glass - collection and recycling | import-export - medical and surgical equipment | import export of diversified jute products | import export of glass cullet		FALSE		Manufacturer/ Producer	Rhein International is a Corporate customer-oriented multi-purpose trading company based in Duisburg, Germany. Rhein International is a Member of German Chamber of Commerce and Industry. It has emerged from a business under German civil law and European Commercial law, which is operating since 2017. We are also a member of the Commonwealth of Independent States - Bangladesh Chamber of Commerce & Industry(CIS-BCCI). Our trading activities are mainly based on import & export, particularly in Medical Equipment’s, Jute Products, Recycling Glasses (All kinds of Cullets), trading of industrial products, agricultural goods as well as commodities and raw materials. We aim is to transform our clients business into a competitive, sustainable and global market leader.	http://www.rheininternational.de	Schemkesweg 24 	47057	Glass - collection and recycling, Import-export - medical and surgical equipment, Import Export of diversified jute products, Import Export of Glass Cullet	NA	NA	15	51.42467784308181	6.788731937895683
germany	agriculture_livestock	agriculture_import_export	NA	VISTACHEM-EUROPE-GMBH_00000005402914-734385001	VISTACHEM EUROPE GMBH	Syke	1 - 10	chemicals - basic products & derivatives | flavourings | fine chemicals | fragrances | acetic acid | ethyl acetate | vanillin | chemicals for flavourings | odorant primary products | special chemicals | acetylacetone | flavourings for the drinks industry | flavourings for the food processing industry | flavourings for oral hygiene products | flavourings for pet food	Registered office – Subsidiary	TRUE	2020	Distributor	As reliable providers of chemicals from across the globe, our world-wide web sources and supplies the right products to suit the needs of our clients across the world. Vistachem group with its locations in Asia, Germany and the USA has emerged as a reputed and reliable supplier of all kinds of standard, specialty and niche chemicals thanks to highest standards of business ethics and veracity followed by each and every individual associated with it. Business interests of the client as well as the supplier are of prime importance and something that we adhere to at all times. In case of any inquiries just contact us at info@vistachem-europe.com.		Handwerkerhof 4 	28857	Chemicals - Basic Products & Derivatives, Flavourings, Chemicals for flavourings, Fine chemicals, Fragrances, Odorant primary products, Special chemicals, Acetylacetone, Flavourings for the drinks industry, Flavourings for the food processing industry	Acetic acid, CAS# 64-19-7 | Acetylacetone (2,4-Pentanedione), CAS# 123-54-6 | Allyl amyl glycolate, CAS# 67634-00-8 | Allyl cyclohexylpropionate, CAS# 2705-87-5 | Allyl hexanoate (Allyl caproate), CAS# 123-68-2 | Allyl phenoxyacetate, CAS# 7493-74-5 | Amyl salicylate, CAS# 51115-63-0 / 2050-08-0 | Benzaldehyde, CAS# 100-52-7 | Benzyl acetate, CAS# 140-11-4 | Benzyl alcohol, CAS# 100-51-6	united kingdom	15	52.92999186508533	8.830791694911232
germany	agriculture_livestock	agriculture_import_export	NA	MARMEDIA-UG_00000004710128-508548001	MARMEDIA UG	München	11 - 50	footwear | women's high fashion | high fashion footwear | men's high fashion | designer footwear | burberry clothing | givenchy wholesale | designer clothing wholesale	Registered office – Parent company	TRUE	2014	Wholesaler	Our company is wholesaler worldwide of New Collections Spring -Summer or Fall-Winter of the next season on Pre-Order or Re Orders of current seasons of Luxury High-End-Branded deisìgner wear(clothing) for: Man, Woman and Children , Accessories, Bags & Footwear, luxury Sunglasses, Jewellery & Luxury Watches. We are able to supply more than 80 high fashion brands. Our customers are luxury multibrand- boutiques, high fashion retailers, wholesale companies, online-luxury-retailers. Take a tour on our website to check out brand list or ask us the complete list contacting us per E-Mail. Brands: Alexander Wang, Alexander McQeen, Armani, Bally, Pierre Balmain, Marcelo Burlon, Belstaff, Burberry, Buscemi, CP Company, Golden Goose, Dior, Dsquared2, Frula, Givenchy, Gucci, Herno, Max Mara, M Kors, Moose Knuckles, Swarovski, Stone Island, Moschino, Kenzo, MSGM, Karl Lagerfeld etc.	http://www.marmedia.net	Fürstenrieder Str. 279a 	81377	Footwear, women's high fashion, high fashion footwear, men's high fashion, Designer footwear, Burberry clothing, Givenchy wholesale, designer clothing wholesale	Burberry | Dsquared2 | Sneakers Nike, Adidas Y-3 | Golden Goose Footwear | Moncler | Ralph Lauren Polo | Polo Tommy Hilfiger | Canada Goose | Some of more than 90 High End Luxury Brands	united kingdom	15	48.112502835108344	11.49850486866892
germany	agriculture_livestock	agriculture_import_export	NA	ARIMAX-EXPORT-IMPORT_00000005124403-001	ARIMAX EXPORT & IMPORT	Theisseil		electronics - import-export | ores, ferrous and non-ferrous | construction machinery | import-export - mechanical engineering | import-export - electrical and electronic equipment		FALSE		Service Provider	The company ARIMAX EXPORT & IMPORT, is a Service Provider, which operates in the Ores, ferrous and non-ferrous industry. It also operates in the Construction machinery, Import-export - mechanical engineering, Import-export - electrical and electronic equipment, and Electronics - import-export industries. It is based in Theisseil, Germany.	http://www.arimax.de	Am Sonnenhang 4 	92637	Ores, ferrous and non-ferrous, Construction machinery, Import-export - mechanical engineering, Import-export - electrical and electronic equipment, Electronics - import-export	NA	NA	15	49.6704287	12.166984528812986
germany	agriculture_livestock	agriculture_import_export	NA	TECNIA-IMPORTEXPORT-GMBH_00000004944032-001	TECNIA IMPORT-EXPORT GMBH	Stephanskirchen		import-export - agents | electronics - import-export | import-export - mechanical engineering | import-export - electrical and electronic equipment | ship chandlers		FALSE		Service Provider	The company TECNIA IMPORT-EXPORT GMBH, is a Service Provider, which operates in the Import-export - mechanical engineering industry. It also operates in the Import-export - electrical and electronic equipment, Electronics - import-export, Import-export - agents, and Ship chandlers industries. It is based in Stephanskirchen, Germany.	http://www.tecnia.de	Gerhart-Hauptmann-Strasse 18d 	83071	Import-export - mechanical engineering, Import-export - electrical and electronic equipment, Electronics - import-export, Import-export - agents, Ship chandlers	NA	NA	15	47.86585735	12.188359357849867
germany	agriculture_livestock	agriculture_import_export	NA	SENGUN-IMPORT-EXPORT_00000005241268-558473001	SENGÜN IMPORT EXPORT	Duisburg	101 - 200	import-export - agents		FALSE		Distributor	The company SENGÜN IMPORT EXPORT, is a Distributor, which operates in the Import-export - agents industry. It is based in Duisburg, Germany.	http://www.sengun-import-export.com	Ottokarstr.21 	47166	Import-export - agents	NA	NA	15	51.49199221135841	6.769795511606789
germany	agriculture_livestock	agriculture_import_export	NA	DIANA-IMPORT-EXPORT-GMBH_00000004540114-337780001	DIANA IMPORT EXPORT GMBH	Ottenbüttel	11 - 50	food - import-export | pulses | walnuts | hazelnuts | pumpkin seeds		FALSE		Manufacturer/ Producer	Diana Import Export GmbH established 2008 in Hamburg, is importer and exporter of nuts, seeds and pulses from all over the world. With own manufacture in Ukraine, Georgia, Kyrgyzstan and South Africa. Ukraine for walnuts, pumpkin seeds and pulses. Georgia for hazelnuts. South Africa and Kyrgyzstan for pulses.	http://www.nuts-germany.com	Böverst Dörpstraat 52 	25591	Food - import-export, Pulses, walnuts, hazelnuts, pumpkin seeds	NA	NA	15	53.974337820769186	9.502908381567645
germany	agriculture_livestock	agriculture_import_export	NA	HSI-IMPORT-EXPORT_00000003828689-147355001	HSI IMPORT EXPORT	Cologne	1 - 10	fish - import-export | fresh fish	Registered office	FALSE	2010	Distributor	The company HSI IMPORT EXPORT, is a Distributor, founded in 2010, which operates in the Fish - import-export industry. It also operates in the fresh fish industries. It is based in Cologne, Germany.		Haasbach 7 	51515	Fish - import-export, fresh fish	NA	NA	15	51.03651495	7.253692842909091
germany	agriculture_livestock	agriculture_import_export	NA	JURITEX-IMPORTEXPORT-GMBH_DEU261567-00101	JURITEX IMPORT-EXPORT GMBH	Hamburg	1 - 10	textile - import-export | import-export - textile and clothing	Registered office	FALSE	1984	Service Provider	The company JURITEX IMPORT-EXPORT GMBH, is a Service Provider, founded in 1984, which operates in the Import-export - textile and clothing industry. It also operates in the Textile - import-export industries. It is based in Hamburg, Germany.	https://www.jebsen-jessen.de/	Kehrwieder 11 	20457	Import-export - textile and clothing, Textile - import-export	NA	NA	15	53.543363306308215	9.993366874483218
germany	agriculture_livestock	agriculture_import_export	NA	ASIA-IMPORT-EXPORT-GMBH_DEU440146-00101	ASIA IMPORT & EXPORT GMBH	Krefeld	1 - 10	import-export - agents	Registered office	FALSE			The company ASIA IMPORT & EXPORT GMBH, which operates in the Import-export - agents industry. It is based in Krefeld, Germany.	https://asiagmbh.com/	Oderstr. 1 	47829	Import-export - agents	NA	NA	15	51.35988820949459	6.635699996734248
germany	agriculture_livestock	agriculture_import_export	NA	HERMANN-PITZNER-KG_DEU280664-00101	HERMANN PITZNER KG	Bremerhaven	11 - 50	import-export - computers | electricity - import-export	Registered office	FALSE	1987	Wholesaler	The company HERMANN PITZNER KG, is a Wholesaler, founded in 1987, which operates in the Electricity - import-export industry. It also operates in the Import-export - Computers industries. It is based in Bremerhaven, Germany.	https://pitzner.de/	Weidestr. 8-10 	27570	Electricity - import-export, Import-export - Computers	NA	NA	15	53.53661408624032	8.595230280116304
germany	agriculture_livestock	agriculture_import_export	NA	SABILDEEB_00000004713974-512261001	SABIL-DEEB	Weimar	1 - 10	import-export - wood | intermediation for import-export | import/export service | wood trade | firewood		FALSE		Distributor	SABIL was founded by Mr. Kamal Deeb 1992. SABIL is basically specialized in trading in different types of wood for construction and furniture. Currently, SABIL is considered one of the most important companies in the field of retail wood trading in Tartous. SABIL has three warehouses located at the industrial zone near Tartous. Previously, the warehouses were inside Tartous city on the AL Thawra street which is one of the most important connections for trading in Tartous. Moreover, SABIL had another warehouses close to the famous corniche Tartous.SABIL has been engaged in construction business in cooperation with ARADOUS engineering office headed by Kamal Deeb engineering office, which was founded in 1987, for more than 15 years. Frequently, SABIL provides interesting offers for selling and renting apartments, offices and warehouses in Tartous. The experienced team and the wide variety of wood sorts is one of SABIL strengths. Providing free consultation to make a decision about the right wood type, quality and price is the strategy that SABIL follows to win the trust of its clients. Because of the market demand it was necessary for SABIL to move to a higher business level. Therefore, in 2016 SABIL has been involved in export and import activities by importing different types of wood from Russia and Europe. Moreover, SABIL provides market exploring services to support other companies or persons who want to import or export their goods.		Falkstr.6 	99423	Import-export - wood, intermediation for import-export, import/export service, wood trade, firewood	NA	NA	15	50.981060150000005	11.3213362634799
germany	agriculture_livestock	agriculture_import_export	NA	IMPAN-GMBH-AGENCY-FOR-IMPORT-PANEL-PRODUCTS_DEU422389-00101	IMPAN GMBH - AGENCY FOR IMPORT PANEL PRODUCTS	Köln	1 - 10	import-export - agents | import-export - wood | wholesale of plywood | plywood | phenolic plywood	Registered office – Parent company	FALSE	1999	Wholesaler	The company IMPAN GMBH - AGENCY FOR IMPORT PANEL PRODUCTS, is a Wholesaler, founded in 1999, which operates in the Import-export - wood industry. It also operates in the Import-export - agents, wholesale of plywood, plywood, and phenolic plywood industries. It is based in Köln, Germany.	http://www.impan.de	Wüllnerstr. 125 	50931	Import-export - wood, Import-export - agents, wholesale of plywood, plywood, phenolic plywood	NA	NA	15	50.93064976674823	6.916246021943371
germany	agriculture_livestock	agriculture_import_export	NA	HALA-HANSEHANDEL-HAMBURG_00000005120045-001	HALA HANSEHANDEL HAMBURG	Hamburg		electronics - import-export | food - import-export | coatings, putties and sealing products | clothes, men's | clothes, women's		FALSE		Wholesaler	The company HALA HANSEHANDEL HAMBURG, is a Wholesaler, which operates in the Food - import-export industry. It also operates in the Coatings, putties and sealing products, Electronics - import-export, Clothes, men's, and Clothes, women's industries. It is based in Hamburg, Germany.	http://www.hansehandel.de	Kohövedstrasse 3 	22143	Food - import-export, Coatings, putties and sealing products, Electronics - import-export, Clothes, men's, Clothes, women's	NA	NA	15	53.60655575259208	10.163730214215859
