country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	postcode	keywords	products	products_language	chunk	lat	long
france	agriculture_livestock	agricultural_production	NA	SOC-PAULIC_FRA715943-00101	SOC PAULIC	Baud	1 - 10	soil preparation services | crop services	Registered office	FALSE			The company SOC PAULIC, which operates in the Crop services industry. It also operates in the Soil preparation services industries. It is based in Baud, France.	https://www.paulic-tp.fr/	Tenuel 	56150	Crop services, Soil preparation services	NA	NA	4	47.90008172314849	-3.0180854812779665
france	agriculture_livestock	agricultural_production	NA	DOMAINE_FRA682049-00101	DOMAINE	Thonon Les Bains	1 - 10	tobacco | tobacco and smokers items | import-export - food and agriculture	Registered office	FALSE			The company DOMAINE, which operates in the Tobacco and smokers items industry. It also operates in the Import-export - food and agriculture, and Tobacco industries. It is based in Thonon Les Bains, France.		Avenue De Corzent Les Cortillets 	74200	Tobacco and smokers items, Import-export - food and agriculture, Tobacco	NA	NA	4	46.358516064852026	6.471247645046997
france	agriculture_livestock	agricultural_production	NA	SARL-BERNARD-GEORGEON_FRA668533-00101	SARL BERNARD GEORGEON	Segonzac	11 - 50	soil preparation services	Registered office	FALSE			The company SARL BERNARD GEORGEON, which operates in the Soil preparation services industry. It is based in Segonzac, France.	http://www.georgeon.fr/	33 Rue Pierre Viala 	16130	Soil preparation services	NA	NA	4	45.61155744516705	-0.2675999413230764
france	agriculture_livestock	agricultural_production	NA	AMZIANE-VINS-SARL_FRA785056-00101	AMZIANE VINS SARL	Bois Colombes	1 - 10	tobacco | tobacco and smokers items | import-export - food and agriculture	Registered office	FALSE			The company AMZIANE VINS SARL, which operates in the Tobacco and smokers items industry. It also operates in the Tobacco, and Import-export - food and agriculture industries. It is based in Bois Colombes, France.		82 Rue Du General Leclerc 	92270	Tobacco and smokers items, Tobacco, Import-export - food and agriculture	NA	NA	4	48.91839702678571	2.2707526344426108
france	agriculture_livestock	agricultural_production	NA	ACBD_FRA754792-00101	A.C.B.D.	St Genies De Comolas	1 - 10	tobacco | tobacco and smokers items | import-export - food and agriculture	Registered office	FALSE			The company A.C.B.D., which operates in the Tobacco and smokers items industry. It also operates in the Tobacco, and Import-export - food and agriculture industries. It is based in St Genies De Comolas, France.		8 Route De Bagnols Sur Ceze 	30150	Tobacco and smokers items, Tobacco, Import-export - food and agriculture	NA	NA	4	44.040817000000004	4.761100494606023
france	agriculture_livestock	agricultural_production	NA	SOC-AQUITAINE-D-AGENCE-ET-DISTRIBUTION_FRA726556-00101	SOC AQUITAINE D AGENCE ET DISTRIBUTION	Pessac	1 - 10	tobacco | tobacco and smokers items | import-export - food and agriculture	Registered office	FALSE			The company SOC AQUITAINE D AGENCE ET DISTRIBUTION, which operates in the Tobacco and smokers items industry. It also operates in the Tobacco, and Import-export - food and agriculture industries. It is based in Pessac, France.		77 Avenue Roger Chaumet 	33600	Tobacco and smokers items, Tobacco, Import-export - food and agriculture	NA	NA	4	44.7856935	-0.6827106245864831
france	agriculture_livestock	agricultural_production	NA	LOGISTIMAX_FRA591637-00101	LOGISTIMAX	Rennes	1 - 10	tobacco | tobacco and smokers items | import-export - food and agriculture	Registered office	FALSE			The company LOGISTIMAX, which operates in the Tobacco and smokers items industry. It also operates in the Tobacco, and Import-export - food and agriculture industries. It is based in Rennes, France.		105 Avenue Henri Freville 	35200	Tobacco and smokers items, Tobacco, Import-export - food and agriculture	NA	NA	4	48.09001550050339	-1.6716436081516886
france	agriculture_livestock	agricultural_production	NA	SARL-LIE-ALAIN_FRA753468-00101	SARL LIE ALAIN	Clarbec	1 - 10	soil preparation services | crop services	Registered office	FALSE			The company SARL LIE ALAIN, which operates in the Crop services industry. It also operates in the Soil preparation services industries. It is based in Clarbec, France.		Chemin Planche Patin 	14130	Crop services, Soil preparation services	NA	NA	4	49.27434252173978	0.20991950776365959
france	agriculture_livestock	agricultural_production	NA	E-T-A-CHARRE_FRA783787-00101	E T A CHARRE	Le Boullay Thierry	1 - 10	soil preparation services | crop services	Registered office	FALSE			The company E T A CHARRE, which operates in the Crop services industry. It also operates in the Soil preparation services industries. It is based in Le Boullay Thierry, France.		1 Rue De La Sente Verte 	28210	Crop services, Soil preparation services	NA	NA	4	48.65849466509492	1.5053033461116307
france	agriculture_livestock	agricultural_production	NA	FCDH-COURTIERS-ASSOCIES_FRA640253-00101	F.C.D.H. COURTIERS ASSOCIES	Reims	1 - 10	tobacco | import-export - food and agriculture	Registered office	FALSE			The company F.C.D.H. COURTIERS ASSOCIES, which operates in the Import-export - food and agriculture industry. It also operates in the Tobacco industries. It is based in Reims, France.		8 Allee Du Vignoble 	51100	Import-export - food and agriculture, Tobacco	NA	NA	4	49.253407800000005	4.048339723136653
